id,type,role,section,act,label,name,number
court:Delhi High court,Court,,,,,Delhi High court,
court:Karnataka High court,Court,,,,,Karnataka High court,
caseno:1172/1988,CaseNumber,,,,,,1172/1988
caseno:4388/1988,CaseNumber,,,,,,4388/1988
caseno:164/1988,CaseNumber,,,,,,164/1988
caseno:161/1988,CaseNumber,,,,,,161/1988
caseno:162/1988,CaseNumber,,,,,,162/1988
0000067255,Case,candidate,,,,,
statute:S.2 the Trade and Merchandise Marks Act,Statute,,2,the Trade and Merchandise Marks Act,S.2 the Trade and Merchandise Marks Act,,
statute:S.68,Statute,,68,,S.68,,
statute:S.48,Statute,,48,,S.48,,
statute:S.51 the Copyright Act,Statute,,51,the Copyright Act,S.51 the Copyright Act,,
statute:S.55 the Act,Statute,,55,the Act,S.55 the Act,,
0000079972,Case,candidate,,,,,
statute:S.27A,Statute,,27A,,S.27A,,
caseno:16115/1995,CaseNumber,,,,,,16115/1995
0000081544,Case,candidate,,,,,
statute:S.126(1),Statute,,126(1),,S.126(1),,
statute:S.40(3),Statute,,40(3),,S.40(3),,
statute:S.126(2),Statute,,126(2),,S.126(2),,
statute:S.40,Statute,,40,,S.40,,
statute:S.9 the Act,Statute,,9,the Act,S.9 the Act,,
statute:S.18 the Land Acquisition Act,Statute,,18,the Land Acquisition Act,S.18 the Land Acquisition Act,,
statute:S.16 the Land Acquisition Act,Statute,,16,the Land Acquisition Act,S.16 the Land Acquisition Act,,
0000084063,Case,candidate,,,,,
statute:S.254(2) the Act,Statute,,254(2),the Act,S.254(2) the Act,,
0000089235,Case,candidate,,,,,
0000089749,Case,candidate,,,,,
statute:S.18,Statute,,18,,S.18,,
statute:S.253,Statute,,253,,S.253,,
statute:S.101 the Transfer of Property Act,Statute,,101,the Transfer of Property Act,S.101 the Transfer of Property Act,,
statute:S.210,Statute,,210,,S.210,,
statute:S.121,Statute,,121,,S.121,,
statute:S.151,Statute,,151,,S.151,,
caseno:40/1910,CaseNumber,,,,,,40/1910
caseno:42/1914,CaseNumber,,,,,,42/1914
0000090611,Case,candidate,,,,,
statute:S.51,Statute,,51,,S.51,,
statute:S.51 the Act,Statute,,51,the Act,S.51 the Act,,
0000090791,Case,candidate,,,,,
statute:S.28 the said Act,Statute,,28,the said Act,S.28 the said Act,,
statute:S.32 the said Act,Statute,,32,the said Act,S.32 the said Act,,
statute:S.59 the said Act,Statute,,59,the said Act,S.59 the said Act,,
statute:S.28(1) the said Act,Statute,,28(1),the said Act,S.28(1) the said Act,,
statute:S.32 the Act,Statute,,32,the Act,S.32 the Act,,
statute:S.7 the Act,Statute,,7,the Act,S.7 the Act,,
statute:S.59 the said Act provides that if any proceeding in respect of any matter falling within the purview of this Act is instituted under this Act,Statute,,59,the said Act provides that if any proceeding in respect of any matter falling within the purview of this Act is instituted under this Act,S.59 the said Act provides that if any proceeding in respect of any matter falling within the purview of this Act is instituted under this Act,,
statute:S.3(2),Statute,,3(2),,S.3(2),,
statute:S.59 the said Act clearly bars the proceedings under the Central Act and Bombay Act,Statute,,59,the said Act clearly bars the proceedings under the Central Act and Bombay Act,S.59 the said Act clearly bars the proceedings under the Central Act and Bombay Act,,
statute:S.31 the Karnataka Rent Control Act,Statute,,31,the Karnataka Rent Control Act,S.31 the Karnataka Rent Control Act,,
0000090927,Case,candidate,,,,,
statute:S.1362,Statute,,1362,,S.1362,,
"statute:S.7 the Police Act, 1861",Statute,,7,"the Police Act, 1861","S.7 the Police Act, 1861",,
caseno:559/1967,CaseNumber,,,,,,559/1967
caseno:2210/1966,CaseNumber,,,,,,2210/1966
caseno:184/1964,CaseNumber,,,,,,184/1964
0000091336,Case,candidate,,,,,
statute:S.27,Statute,,27,,S.27,,
statute:S.105,Statute,,105,,S.105,,
statute:S.106,Statute,,106,,S.106,,
statute:S.42,Statute,,42,,S.42,,
court:Delhi High Court,Court,,,,,Delhi High Court,
caseno:2138/2003,CaseNumber,,,,,,2138/2003
caseno:2299/2003,CaseNumber,,,,,,2299/2003
caseno:498/2002,CaseNumber,,,,,,498/2002
caseno:691/2002,CaseNumber,,,,,,691/2002
0000091350,Case,candidate,,,,,
0000091453,Case,candidate,,,,,
statute:S.302 Indian Penal Code,Statute,,302,Indian Penal Code,S.302 Indian Penal Code,,
statute:S.392,Statute,,392,,S.392,,
statute:S.397,Statute,,397,,S.397,,
statute:S.460,Statute,,460,,S.460,,
statute:S.396,Statute,,396,,S.396,,
statute:S.299,Statute,,299,,S.299,,
statute:S.162,Statute,,162,,S.162,,
statute:S.26 the Indian Evidence Act,Statute,,26,the Indian Evidence Act,S.26 the Indian Evidence Act,,
statute:S.25 the Act,Statute,,25,the Act,S.25 the Act,,
statute:S.27 the Act,Statute,,27,the Act,S.27 the Act,,
statute:S.164,Statute,,164,,S.164,,
statute:S.27 the Evidence Act,Statute,,27,the Evidence Act,S.27 the Evidence Act,,
statute:S.27 the Indian Evidence Act,Statute,,27,the Indian Evidence Act,S.27 the Indian Evidence Act,,
statute:S.114 the Indian Evidence Act,Statute,,114,the Indian Evidence Act,S.114 the Indian Evidence Act,,
statute:S.411,Statute,,411,,S.411,,
"statute:S.4 the Identification of the Prisoners Act, 1920",Statute,,4,"the Identification of the Prisoners Act, 1920","S.4 the Identification of the Prisoners Act, 1920",,
statute:S.5 the said Act,Statute,,5,the said Act,S.5 the said Act,,
statute:S.5 the Identification of Prisoners Act,Statute,,5,the Identification of Prisoners Act,S.5 the Identification of Prisoners Act,,
statute:S.5500,Statute,,5500,,S.5500,,
judge:Mini Butalia,Judge,,,,,Mini Butalia,
0000093330,Case,candidate,,,,,
0000094004,Case,candidate,,,,,
caseno:56/1932,CaseNumber,,,,,,56/1932
0000096494,Case,candidate,,,,,
statute:S.4o,Statute,,4o,,S.4o,,
statute:S.6 the Prevention of Corruption Act,Statute,,6,the Prevention of Corruption Act,S.6 the Prevention of Corruption Act,,
"statute:S.6 the Prevention of Corruption Act, 1947",Statute,,6,"the Prevention of Corruption Act, 1947","S.6 the Prevention of Corruption Act, 1947",,
statute:S.454,Statute,,454,,S.454,,
statute:S.242/5/,Statute,,242/5/,,S.242/5/,,
statute:S.70,Statute,,70,,S.70,,
statute:S.135,Statute,,135,,S.135,,
statute:S.447/5/,Statute,,447/5/,,S.447/5/,,
statute:S.586/10/,Statute,,586/10/,,S.586/10/,,
statute:S.5 (1),Statute,,5 (1),,S.5 (1),,
statute:S.405,Statute,,405,,S.405,,
statute:S.409 the Indian Penal Code was necessary in the case of bribery and corruption by Public servants and it was to effectuate that intention that the Act,Statute,,409,the Indian Penal Code was necessary in the case of bribery and corruption by Public servants and it was to effectuate that intention that the Act,S.409 the Indian Penal Code was necessary in the case of bribery and corruption by Public servants and it was to effectuate that intention that the Act,,
statute:S.5(2),Statute,,5(2),,S.5(2),,
statute:S.165,Statute,,165,,S.165,,
statute:S.5 the Prevention of Corruption Act,Statute,,5,the Prevention of Corruption Act,S.5 the Prevention of Corruption Act,,
statute:S.4(3),Statute,,4(3),,S.4(3),,
statute:S.26 the General Clauses Act,Statute,,26,the General Clauses Act,S.26 the General Clauses Act,,
statute:S.33 the Interpretation Act,Statute,,33,the Interpretation Act,S.33 the Interpretation Act,,
statute:S.5 (4) the Prevention of Corruption Act,Statute,,5 (4),the Prevention of Corruption Act,S.5 (4) the Prevention of Corruption Act,,
statute:S.5(2) the Prevention of Corruption Act even before the Amendment of the latter Act by Act,Statute,,5(2),the Prevention of Corruption Act even before the Amendment of the latter Act by Act,S.5(2) the Prevention of Corruption Act even before the Amendment of the latter Act by Act,,
caseno:42/1954,CaseNumber,,,,,,42/1954
caseno:1113/1953,CaseNumber,,,,,,1113/1953
caseno:42/1953,CaseNumber,,,,,,42/1953
caseno:141/1951,CaseNumber,,,,,,141/1951
caseno:5/1951,CaseNumber,,,,,,5/1951
caseno:216/1951,CaseNumber,,,,,,216/1951
caseno:14/1951,CaseNumber,,,,,,14/1951
caseno:3/1953,CaseNumber,,,,,,3/1953
caseno:97/1955,CaseNumber,,,,,,97/1955
caseno:3/1955,CaseNumber,,,,,,3/1955
0000101302,Case,candidate,,,,,
statute:S.3 that Act,Statute,,3,that Act,S.3 that Act,,
statute:S.9(1),Statute,,9(1),,S.9(1),,
statute:S.8(1),Statute,,8(1),,S.8(1),,
statute:S.8(1) this Act,Statute,,8(1),this Act,S.8(1) this Act,,
statute:S.3 that Act deals with the extension and amendment of certain Act,Statute,,3,that Act deals with the extension and amendment of certain Act,S.3 that Act deals with the extension and amendment of certain Act,,
statute:S.46,Statute,,46,,S.46,,
caseno:302/1955,CaseNumber,,,,,,302/1955
caseno:195/1951,CaseNumber,,,,,,195/1951
0000105132,Case,candidate,,,,,
statute:S.91 the Transfer of Property Act,Statute,,91,the Transfer of Property Act,S.91 the Transfer of Property Act,,
statute:S.59A the Act,Statute,,59A,the Act,S.59A the Act,,
caseno:707/1964,CaseNumber,,,,,,707/1964
caseno:285/1956,CaseNumber,,,,,,285/1956
caseno:2/1956,CaseNumber,,,,,,2/1956
0000113526,Case,candidate,,,,,
statute:S.41,Statute,,41,,S.41,,
caseno:6468/1987,CaseNumber,,,,,,6468/1987
caseno:647/1986,CaseNumber,,,,,,647/1986
caseno:1809/1972,CaseNumber,,,,,,1809/1972
caseno:2745/1983,CaseNumber,,,,,,2745/1983
caseno:308/1981,CaseNumber,,,,,,308/1981
caseno:854/1990,CaseNumber,,,,,,854/1990
caseno:2261/1987,CaseNumber,,,,,,2261/1987
caseno:9276/1995,CaseNumber,,,,,,9276/1995
caseno:18370/1993,CaseNumber,,,,,,18370/1993
caseno:869/1991,CaseNumber,,,,,,869/1991
caseno:85/1989,CaseNumber,,,,,,85/1989
caseno:9275/1995,CaseNumber,,,,,,9275/1995
caseno:4102/1994,CaseNumber,,,,,,4102/1994
caseno:9274/1995,CaseNumber,,,,,,9274/1995
caseno:6924/1988,CaseNumber,,,,,,6924/1988
0000121995,Case,candidate,,,,,
statute:S.46(1),Statute,,46(1),,S.46(1),,
statute:S.2(22) the Customs Act,Statute,,2(22),the Customs Act,S.2(22) the Customs Act,,
statute:S.39,Statute,,39,,S.39,,
statute:S.54,Statute,,54,,S.54,,
statute:S.69,Statute,,69,,S.69,,
caseno:179/1985,CaseNumber,,,,,,179/1985
caseno:4427/1985,CaseNumber,,,,,,4427/1985
caseno:273/1979,CaseNumber,,,,,,273/1979
caseno:186/1982,CaseNumber,,,,,,186/1982
0000122530,Case,candidate,,,,,
statute:S.120B,Statute,,120B,,S.120B,,
statute:S.5 the Import and Exports Act 1947,Statute,,5,the Import and Exports Act 1947,S.5 the Import and Exports Act 1947,,
statute:S.10 the Evidence Act,Statute,,10,the Evidence Act,S.10 the Evidence Act,,
statute:S.254,Statute,,254,,S.254,,
statute:S.353,Statute,,353,,S.353,,
statute:S.349,Statute,,349,,S.349,,
statute:S.325,Statute,,325,,S.325,,
statute:S.439,Statute,,439,,S.439,,
statute:S.403,Statute,,403,,S.403,,
statute:S.405(1),Statute,,405(1),,S.405(1),,
statute:S.120,Statute,,120,,S.120,,
statute:S.167(81),Statute,,167(81),,S.167(81),,
"statute:S.5 the Imports and Exports Act, 1947",Statute,,5,"the Imports and Exports Act, 1947","S.5 the Imports and Exports Act, 1947",,
statute:S.996,Statute,,996,,S.996,,
statute:S.32(2),Statute,,32(2),,S.32(2),,
statute:S.255,Statute,,255,,S.255,,
statute:S.257,Statute,,257,,S.257,,
statute:S.258(1),Statute,,258(1),,S.258(1),,
statute:S.562,Statute,,562,,S.562,,
statute:S.253(1),Statute,,253(1),,S.253(1),,
statute:S.227,Statute,,227,,S.227,,
caseno:565/1969,CaseNumber,,,,,,565/1969
caseno:107/1963,CaseNumber,,,,,,107/1963
caseno:574/1964,CaseNumber,,,,,,574/1964
caseno:107/1964,CaseNumber,,,,,,107/1964
0000123653,Case,candidate,,,,,
statute:S.46 the Factories Act,Statute,,46,the Factories Act,S.46 the Factories Act,,
statute:S.30 (1),Statute,,30 (1),,S.30 (1),,
statute:S.79 (1),Statute,,79 (1),,S.79 (1),,
0000124778,Case,candidate,,,,,
statute:S.862,Statute,,862,,S.862,,
caseno:140/1964,CaseNumber,,,,,,140/1964
caseno:1116/1965,CaseNumber,,,,,,1116/1965
0000127231,Case,candidate,,,,,
statute:S.4(1),Statute,,4(1),,S.4(1),,
statute:S.14 (2),Statute,,14 (2),,S.14 (2),,
statute:S.14(2),Statute,,14(2),,S.14(2),,
statute:S.813,Statute,,813,,S.813,,
statute:S.66 (2),Statute,,66 (2),,S.66 (2),,
statute:S.66(1) the Act,Statute,,66(1),the Act,S.66(1) the Act,,
statute:S.66(2),Statute,,66(2),,S.66(2),,
statute:S.4 (1),Statute,,4 (1),,S.4 (1),,
caseno:142/1952,CaseNumber,,,,,,142/1952
0000127577,Case,candidate,,,,,
statute:S.95,Statute,,95,,S.95,,
statute:S.9000,Statute,,9000,,S.9000,,
"statute:S.110 the Motor Vehicles Act, 1939",Statute,,110,"the Motor Vehicles Act, 1939","S.110 the Motor Vehicles Act, 1939",,
statute:S.95(1),Statute,,95(1),,S.95(1),,
statute:S.95 the Motor Vehicles Act as amended by Act,Statute,,95,the Motor Vehicles Act as amended by Act,S.95 the Motor Vehicles Act as amended by Act,,
"statute:S.95 the Motor Vehicles Act, 1939",Statute,,95,"the Motor Vehicles Act, 1939","S.95 the Motor Vehicles Act, 1939",,
statute:S.110 the Motor Vehicles Act,Statute,,110,the Motor Vehicles Act,S.110 the Motor Vehicles Act,,
statute:S.425,Statute,,425,,S.425,,
"statute:S.95 the Motor Vehicles Act, 1935",Statute,,95,"the Motor Vehicles Act, 1935","S.95 the Motor Vehicles Act, 1935",,
statute:S.203(4),Statute,,203(4),,S.203(4),,
statute:S.95 the Indian Motor Vehicles Act,Statute,,95,the Indian Motor Vehicles Act,S.95 the Indian Motor Vehicles Act,,
statute:S.95 the Motor Vehicles Act,Statute,,95,the Motor Vehicles Act,S.95 the Motor Vehicles Act,,
statute:S.95 the Act,Statute,,95,the Act,S.95 the Act,,
caseno:2071/1968,CaseNumber,,,,,,2071/1968
0000128186,Case,candidate,,,,,
statute:S.138 the Negotiable Instruments Act,Statute,,138,the Negotiable Instruments Act,S.138 the Negotiable Instruments Act,,
statute:S.561A,Statute,,561A,,S.561A,,
statute:S.138 the Negotiable Instrument Act,Statute,,138,the Negotiable Instrument Act,S.138 the Negotiable Instrument Act,,
statute:S.142 the Negotiable Instruments Act,Statute,,142,the Negotiable Instruments Act,S.142 the Negotiable Instruments Act,,
statute:S.139,Statute,,139,,S.139,,
statute:S.142,Statute,,142,,S.142,,
statute:S.138 the Act,Statute,,138,the Act,S.138 the Act,,
statute:S.142 the Act,Statute,,142,the Act,S.142 the Act,,
statute:S.156(3),Statute,,156(3),,S.156(3),,
0000135147,Case,candidate,,,,,
"statute:S.96(2) the Motor Vehicles Act, 1939",Statute,,96(2),"the Motor Vehicles Act, 1939","S.96(2) the Motor Vehicles Act, 1939",,
statute:S.96(2) the Act,Statute,,96(2),the Act,S.96(2) the Act,,
statute:S.96(3) the Act,Statute,,96(3),the Act,S.96(3) the Act,,
statute:S.413,Statute,,413,,S.413,,
"statute:S.96 the Motor Vehicles Act, 1939",Statute,,96,"the Motor Vehicles Act, 1939","S.96 the Motor Vehicles Act, 1939",,
statute:S.97 the Motor Vehicles Act,Statute,,97,the Motor Vehicles Act,S.97 the Motor Vehicles Act,,
statute:S.94(1) the Motor Vehicles Act,Statute,,94(1),the Motor Vehicles Act,S.94(1) the Motor Vehicles Act,,
statute:S.36 the English Act,Statute,,36,the English Act,S.36 the English Act,,
statute:S.38 the Act,Statute,,38,the Act,S.38 the Act,,
statute:S.10(1) that Act,Statute,,10(1),that Act,S.10(1) that Act,,
statute:S.96(1),Statute,,96(1),,S.96(1),,
statute:S.10(2) the Road Traffic Act,Statute,,10(2),the Road Traffic Act,S.10(2) the Road Traffic Act,,
statute:S.96(2),Statute,,96(2),,S.96(2),,
statute:S.38 the Road Traffic Act,Statute,,38,the Road Traffic Act,S.38 the Road Traffic Act,,
statute:S.12 the Road Traffic Act,Statute,,12,the Road Traffic Act,S.12 the Road Traffic Act,,
"statute:S.10(3) the Road Traffic Act, 1934",Statute,,10(3),"the Road Traffic Act, 1934","S.10(3) the Road Traffic Act, 1934",,
statute:S.96(3),Statute,,96(3),,S.96(3),,
"statute:S.1(3) the Motor Vehicles Act, 1939",Statute,,1(3),"the Motor Vehicles Act, 1939","S.1(3) the Motor Vehicles Act, 1939",,
statute:S.24(5) the judicature Act,Statute,,24(5),the judicature Act,S.24(5) the judicature Act,,
statute:S.96(6),Statute,,96(6),,S.96(6),,
statute:S.94 the Act,Statute,,94,the Act,S.94 the Act,,
0000137587,Case,candidate,,,,,
statute:S.148,Statute,,148,,S.148,,
statute:S.307,Statute,,307,,S.307,,
statute:S.324,Statute,,324,,S.324,,
statute:S.141,Statute,,141,,S.141,,
0000139594,Case,candidate,,,,,
statute:S.111,Statute,,111,,S.111,,
statute:S.114 the Transfer of Property Act,Statute,,114,the Transfer of Property Act,S.114 the Transfer of Property Act,,
0000142574,Case,candidate,,,,,
statute:S.283,Statute,,283,,S.283,,
statute:S.440,Statute,,440,,S.440,,
statute:S.280,Statute,,280,,S.280,,
statute:S.278,Statute,,278,,S.278,,
caseno:3/1904,CaseNumber,,,,,,3/1904
caseno:441/1906,CaseNumber,,,,,,441/1906
caseno:549/1906,CaseNumber,,,,,,549/1906
0000143379,Case,candidate,,,,,
caseno:3751/1982,CaseNumber,,,,,,3751/1982
caseno:1232/1982,CaseNumber,,,,,,1232/1982
caseno:2321/1981,CaseNumber,,,,,,2321/1981
0000144508,Case,candidate,,,,,
caseno:104/1984,CaseNumber,,,,,,104/1984
0000146960,Case,candidate,,,,,
"statute:S.12 the Hindu Marriage Act, 1955",Statute,,12,"the Hindu Marriage Act, 1955","S.12 the Hindu Marriage Act, 1955",,
statute:S.14 the Divorce Act,Statute,,14,the Divorce Act,S.14 the Divorce Act,,
statute:S.58 the Evidence Act,Statute,,58,the Evidence Act,S.58 the Evidence Act,,
statute:S.23 the Act,Statute,,23,the Act,S.23 the Act,,
statute:S.12(2),Statute,,12(2),,S.12(2),,
statute:S.312,Statute,,312,,S.312,,
statute:S.112 the Evidence Act,Statute,,112,the Evidence Act,S.112 the Evidence Act,,
statute:S.23(1),Statute,,23(1),,S.23(1),,
"statute:S.7 the Indian Divorce Act, 1869",Statute,,7,"the Indian Divorce Act, 1869","S.7 the Indian Divorce Act, 1869",,
"statute:S.23(1) the Hindu Marriage Act, 1955",Statute,,23(1),"the Hindu Marriage Act, 1955","S.23(1) the Hindu Marriage Act, 1955",,
statute:S.23 the Hindu Marriage Act,Statute,,23,the Hindu Marriage Act,S.23 the Hindu Marriage Act,,
statute:S.350,Statute,,350,,S.350,,
statute:S.45 the Indian Evidence Act,Statute,,45,the Indian Evidence Act,S.45 the Indian Evidence Act,,
statute:S.359,Statute,,359,,S.359,,
caseno:135/1958,CaseNumber,,,,,,135/1958
caseno:34/1947,CaseNumber,,,,,,34/1947
0000147488,Case,candidate,,,,,
statute:S.80H,Statute,,80H,,S.80H,,
"statute:S.28 the Income Tax Act, 1961",Statute,,28,"the Income Tax Act, 1961","S.28 the Income Tax Act, 1961",,
0000151821,Case,candidate,,,,,
statute:S.800,Statute,,800,,S.800,,
statute:S.16i,Statute,,16i,,S.16i,,
statute:S.4 the Prevention of Corruption Act,Statute,,4,the Prevention of Corruption Act,S.4 the Prevention of Corruption Act,,
"statute:S.205 the Government of India Act, 1935",Statute,,205,"the Government of India Act, 1935","S.205 the Government of India Act, 1935",,
statute:S.4 the Prevention of Corruption Act is in part materia with the Evidence Act,Statute,,4,the Prevention of Corruption Act is in part materia with the Evidence Act,S.4 the Prevention of Corruption Act is in part materia with the Evidence Act,,
caseno:5/1957,CaseNumber,,,,,,5/1957
caseno:498/1954,CaseNumber,,,,,,498/1954
caseno:257/1955,CaseNumber,,,,,,257/1955
0000158516,Case,candidate,,,,,
0000159823,Case,candidate,,,,,
statute:S.12(1) the Rajasthan Sales Tax Act,Statute,,12(1),the Rajasthan Sales Tax Act,S.12(1) the Rajasthan Sales Tax Act,,
statute:S.4(3) the Act,Statute,,4(3),the Act,S.4(3) the Act,,
statute:S.12(1),Statute,,12(1),,S.12(1),,
statute:S.12 the Act,Statute,,12,the Act,S.12 the Act,,
statute:S.4(2),Statute,,4(2),,S.4(2),,
statute:S.418/11/,Statute,,418/11/,,S.418/11/,,
statute:S.12(1) the Act,Statute,,12(1),the Act,S.12(1) the Act,,
statute:S.4(2) the Act,Statute,,4(2),the Act,S.4(2) the Act,,
"statute:S.12(1) the Rajasthan Sales Tax Act, 1954",Statute,,12(1),"the Rajasthan Sales Tax Act, 1954","S.12(1) the Rajasthan Sales Tax Act, 1954",,
statute:S.12 the Rajasthan Sales Tax Act,Statute,,12,the Rajasthan Sales Tax Act,S.12 the Rajasthan Sales Tax Act,,
statute:S.12(8),Statute,,12(8),,S.12(8),,
"statute:S.12(8) the Orissa Sales Tax Act, 1947",Statute,,12(8),"the Orissa Sales Tax Act, 1947","S.12(8) the Orissa Sales Tax Act, 1947",,
statute:S.12(8) the Act,Statute,,12(8),the Act,S.12(8) the Act,,
statute:S.15(1) the Kerala General Sales Tax Act,Statute,,15(1),the Kerala General Sales Tax Act,S.15(1) the Kerala General Sales Tax Act,,
statute:S.33A the Act,Statute,,33A,the Act,S.33A the Act,,
caseno:76/1963,CaseNumber,,,,,,76/1963
caseno:665/1970,CaseNumber,,,,,,665/1970
0000161143,Case,candidate,,,,,
statute:S.3 the Act,Statute,,3,the Act,S.3 the Act,,
statute:S.4 that Act,Statute,,4,that Act,S.4 that Act,,
statute:S.8 the Act,Statute,,8,the Act,S.8 the Act,,
statute:S.22 the Act,Statute,,22,the Act,S.22 the Act,,
statute:S.371,Statute,,371,,S.371,,
statute:S.575,Statute,,575,,S.575,,
